iter	R2	RMSE
114	0.8628537838	0.05265744321
115	0.863282095	0.05257515363
116	0.8634118608	0.05255019686
117	0.863916815	0.05245297021
118	0.8641881172	0.0524006577
119	0.8644461233	0.05235086045
120	0.8647160769	0.05229870649
121	0.8648261284	0.05227743003
122	0.8649866968	0.05224637151
123	0.8651417799	0.05221635649
124	0.8654332697	0.05215989434
125	0.8657532811	0.05209783705
126	0.8659027563	0.05206882516
127	0.8661831868	0.05201435226
128	0.8662920557	0.05199318938
129	0.8666898396	0.05191579137
130	0.8670519985	0.05184522453
131	0.8674421761	0.05176909059
132	0.8676607912	0.05172638404
133	0.8681541827	0.05162986998
134	0.868479322	0.05156616959
135	0.8687667832	0.05150978536
136	0.8690422711	0.05145569166
137	0.8692761367	0.05140972611
138	0.8694527105	0.05137499382
139	0.869621066	0.0513418562
140	0.869867638	0.05129328449
141	0.8700298615	0.05126130331
142	0.8702483397	0.05121820037
143	0.8707557069	0.05111796318
144	0.8709364923	0.05108219905
145	0.8714849976	0.0509735367
146	0.8717688886	0.05091720503
147	0.8723248024	0.05080671578
148	0.8725964088	0.05075264585
149	0.8730854564	0.0506551434
150	0.8734922515	0.0505738966
151	0.8736773645	0.05053688182
152	0.8738503392	0.05050226966
153	0.8741116523	0.05044993601
154	0.8745464549	0.05036273676
155	0.8747816171	0.05031551225
156	0.8751763078	0.05023615195
157	0.8753919316	0.05019274355
158	0.8757494731	0.05012068208
159	0.875904159	0.05008947345
160	0.8761079849	0.05004832088
161	0.8764534943	0.04997848489
162	0.8766269898	0.04994338035
163	0.8770198875	0.04986379128
164	0.8772570533	0.04981568718
165	0.8774392573	0.04977869937
166	0.8775473082	0.0497567518
167	0.8777484259	0.04971587447
168	0.8780730946	0.04964981432
169	0.8782440754	0.04961498958
170	0.8783985945	0.04958349666
171	0.8787326855	0.04951533629
172	0.8789083886	0.04947945214
173	0.8792131498	0.0494171484
174	0.8793124844	0.049396824
175	0.879499359	0.04935856575
176	0.8798191407	0.04929302896
177	0.8800879347	0.04923787422
178	0.8803497468	0.04918409265
179	0.8805300388	0.04914702277
180	0.8808002196	0.04909141843
181	0.881189748	0.04901114081
182	0.8814289424	0.04896178018
183	0.8815453783	0.04893773423
184	0.8816452873	0.04891709194
185	0.882009645	0.0488417377
186	0.8822521018	0.04879152978
187	0.8825358758	0.04873270018
188	0.8827962336	0.04867866252
189	0.8831074742	0.0486139852
190	0.8832992465	0.04857409111
191	0.8836047221	0.04851047574
192	0.8837355924	0.04848319643
193	0.8840069368	0.04842658699
194	0.8841210801	0.04840275396
195	0.8844248542	0.04833926894
196	0.8848289245	0.0482546938
197	0.8850654417	0.04820512004
198	0.8853187785	0.04815196428
199	0.8854467205	0.04812509684
200	0.8855925504	0.04809445472
201	0.8858094056	0.04804885245
202	0.8860140272	0.04800578303
203	0.8862643289	0.04795304615
204	0.8863965246	0.04792516997
205	0.886770249	0.04784627468
206	0.8869739634	0.04780321459
207	0.8870678558	0.04778335506
208	0.8873529178	0.04772300985
209	0.8875990765	0.04767083868
210	0.8877404387	0.04764085239
211	0.8879263882	0.04760137931
212	0.8881522979	0.04755337944
213	0.8881757917	0.04754838484
214	0.8883578279	0.04750966759
215	0.888553406	0.0474680349
216	0.8887404409	0.04742818666
217	0.8888198234	0.04741126388
218	0.8889807267	0.04737694395
219	0.8892489045	0.04731968755
220	0.8893523072	0.04729759239
221	0.8894210618	0.04728289516
222	0.8896535178	0.04723317061
223	0.8898733609	0.04718609586
224	0.8900357413	0.04715129538
225	0.8903648384	0.04708068615
226	0.8904842744	0.04705503443
227	0.8907167634	0.04700506175
228	0.8908447185	0.04697753556
229	0.8912094231	0.0468989903
230	0.8912916593	0.04688126118
231	0.8913872623	0.04686064192
232	0.8915327168	0.04682925343
233	0.8915743298	0.04682026966
234	0.8917514017	0.04678202252
235	0.8919968179	0.04672896143
236	0.8923091743	0.04666133998
237	0.8924408207	0.04663281075
238	0.8925810274	0.04660240718
239	0.8927051553	0.04657547371
240	0.8928594775	0.0465419669
241	0.8930811048	0.0464938044
242	0.8931871854	0.04647073404
243	0.8933060184	0.0464448767
244	0.8935299174	0.04639611844
245	0.8936599016	0.04636778839
246	0.893955126	0.04630337989
247	0.8940230388	0.0462885508
248	0.8941442552	0.04626207082
249	0.8942560979	0.04623762509
250	0.8942847391	0.04623136282
251	0.894528804	0.0461779648
252	0.8947880615	0.04612117513
253	0.8948824131	0.0461004903
254	0.8950222094	0.04606982549
255	0.8951379769	0.04604441601
256	0.895305101	0.04600770969
257	0.8954538678	0.04597501061
258	0.8956451779	0.04593292626
259	0.8958122687	0.04589613811
260	0.8960267757	0.04584886709
261	0.8961628943	0.04581884529
262	0.8963152239	0.04578522473
263	0.8964950035	0.04574551387
264	0.8966147632	0.04571904146
265	0.8967012432	0.04569991584
266	0.8968192227	0.04567381102
267	0.8968834994	0.04565958251
268	0.8970901946	0.04561379763
269	0.8973332768	0.04555989385
270	0.8975485098	0.04551211234
271	0.8976672395	0.045485733
272	0.8978026589	0.04545562687
273	0.8979669457	0.04541907619
274	0.8980912044	0.04539141145
275	0.898218243	0.04536311037
276	0.898371547	0.04532893446
277	0.8984922707	0.04530200352
278	0.8985754677	0.04528343466
279	0.8988363328	0.0452251624
280	0.8989678426	0.04519575716
281	0.8991981804	0.04514420807
282	0.8993947055	0.04510017961
283	0.8995154228	0.0450731134
284	0.8997005599	0.04503157193
285	0.8999466408	0.04497629637
286	0.9000572965	0.04495141836
287	0.9001743252	0.04492509254
288	0.900270792	0.04490338054
289	0.9003797542	0.04487884356
290	0.900459626	0.04486084886
291	0.9005791433	0.04483390874
292	0.9006128011	0.0448263191
293	0.9007335456	0.04479908131
294	0.9008406934	0.04477489681
295	0.9009210454	0.04475675185
296	0.9010007023	0.0447387566
297	0.9011278885	0.04471000903
298	0.9012490505	0.04468260587
299	0.9014049404	0.04464732358
300	0.9015648009	0.04461111365
301	0.9017344525	0.04457265378
302	0.9018200489	0.04455323657
303	0.9019617986	0.04452106253
304	0.9021213141	0.04448482822
305	0.9022028421	0.04446629757
306	0.9023534665	0.0444320415
307	0.9025600569	0.04438501427
308	0.9026614349	0.04436191885
309	0.9026925552	0.04435482676
310	0.9028097562	0.04432810733
311	0.9030208415	0.04427994355
312	0.9033069323	0.0442145819
313	0.9033920016	0.04419512791
314	0.9035236771	0.04416499893
315	0.9037046804	0.04412354956
316	0.90380642	0.04410023432
317	0.9039019179	0.04407833824
318	0.9040014436	0.04405550705
319	0.9040471025	0.04404502895
320	0.9041849536	0.04401337886
321	0.9042878888	0.04398973046
322	0.9043551696	0.04397426647
323	0.9044304247	0.04395696317
324	0.9046126031	0.04391504696
325	0.904673117	0.04390111488
326	0.9047816437	0.04387611773
327	0.9049044451	0.04384781547
328	0.905032871	0.04381819739
329	0.9051547843	0.04379006272
330	0.9053258416	0.04375055629
331	0.9054378724	0.04372466295
332	0.9054987365	0.0437105892
333	0.9056124154	0.04368429077
334	0.9057005266	0.04366389628
335	0.9058332414	0.0436331597
336	0.9059086404	0.04361568775
337	0.906033279	0.04358679032
338	0.9060694059	0.04357841072
339	0.9061521087	0.04355922181
340	0.9062374003	0.04353942337
341	0.9063417214	0.04351519546
342	0.9064443034	0.04349135828
343	0.9065604897	0.04346434405
344	0.9066370993	0.04344652254
345	0.9067950872	0.04340974706
346	0.9068378626	0.04339978469
347	0.9069823993	0.04336610525
348	0.9071409486	0.04332913053
349	0.907261518	0.04330099185
350	0.9073484536	0.04328069132
351	0.9074802087	0.04324990672
352	0.9076378699	0.04321304035
353	0.907707542	0.0431967387
354	0.9078498471	0.04316342347
355	0.9079185463	0.043147331
356	0.9079808857	0.04313272309
357	0.9081281624	0.0430981923
358	0.9082364115	0.04307279434
359	0.9083529635	0.04304543155
360	0.9084447826	0.04302386302
361	0.9085143481	0.0430075147
362	0.9086332145	0.042979566
363	0.9086935239	0.04296537869
364	0.9087869688	0.04294338725
365	0.9089939498	0.04289463591
366	0.9090672872	0.04287734906
367	0.909120507	0.0428647999
368	0.909191856	0.04284797015
369	0.9092460804	0.04283517529
370	0.9093813162	0.04280324826
371	0.909539144	0.04276595744
372	0.9095940075	0.04275298693
373	0.9097299875	0.04272082238
374	0.9098415781	0.04269440875
375	0.9098962767	0.04268145557
376	0.9100233171	0.0426513559
377	0.9101069865	0.04263152053
378	0.9101795535	0.0426143097
379	0.9102388225	0.04260024762
380	0.9103432105	0.04257546937
381	0.9104751358	0.04254413405
382	0.9105434436	0.0425279003
383	0.9106390926	0.0425051583
384	0.9106979584	0.04249115604
385	0.9107778526	0.0424721444
386	0.9108049974	0.04246568306
387	0.9109195108	0.04243841444
388	0.9110145487	0.04241577012
389	0.91110599	0.04239397134
390	0.9111885311	0.04237428463
391	0.9113165478	0.04234373356
392	0.9114428912	0.04231356018
393	0.9115478957	0.0422884666
394	0.9116495944	0.04226414882
395	0.9117836804	0.04223206529
396	0.9118684368	0.04221177259
397	0.9119367732	0.04219540409
398	0.9120364533	0.04217151652
399	0.9121438493	0.04214576474
400	0.912205994	0.04213085628
401	0.9122976824	0.04210885069
402	0.9124129485	0.04208117001
403	0.9124421731	0.04207414896
404	0.9125223281	0.04205488611
405	0.9126046078	0.04203510348
406	0.9127024699	0.04201156221
407	0.9127899537	0.04199050632
408	0.9129031876	0.04196323716
409	0.9129187234	0.04195949442
410	0.9130768536	0.04192138014
411	0.9132099609	0.04188927028
412	0.9132939456	0.04186899774
413	0.9133239803	0.04186174548
414	0.9133740468	0.04184965346
415	0.9134789209	0.04182431305
416	0.9135562313	0.04180562294
417	0.9136935104	0.04177241456
418	0.9137762335	0.04175239073
419	0.9139191981	0.04171776227
420	0.9139840744	0.04170203865
421	0.9139954112	0.04169929041
422	0.9140582805	0.04168404656
423	0.9141891846	0.04165228846
424	0.9142442523	0.04163892147
425	0.9142937286	0.04162690808
426	0.9143737419	0.0416074726
427	0.9144005496	0.0416009589
428	0.9144986293	0.04157711892
429	0.9145641659	0.04156118147
430	0.9146397793	0.04154278593
431	0.9147157729	0.04152428967
432	0.9148498022	0.04149164787
433	0.9149642131	0.04146376366
434	0.9149917811	0.04145704198
435	0.9150511002	0.04144257501
436	0.9151112389	0.041427903
437	0.9152114752	0.04140343682
438	0.9152739683	0.04138817589
439	0.9153494846	0.04136972714
440	0.9154712802	0.04133995492
441	0.9155491252	0.04132091494
442	0.9155792464	0.04131354531
443	0.9156188318	0.04130385807
444	0.9157424558	0.04127359055
445	0.9158715446	0.04124196133
446	0.9159173566	0.04123073067
447	0.9159999832	0.04121046732
448	0.9160598464	0.04119578024
449	0.9161022212	0.04118538067
450	0.9161446945	0.04117495429
451	0.9161792999	0.04116645737
452	0.9162836874	0.04114081573
453	0.9164100511	0.04110975447
454	0.9164979699	0.04108812942
455	0.9166167401	0.04105889791
456	0.9167266404	0.04103183089
457	0.916798166	0.04101420546
458	0.9169020852	0.04098858405
459	0.9170047104	0.04096326596
460	0.9170707009	0.04094697755
461	0.9171590855	0.04092515145
462	0.917277021	0.04089600978
463	0.9173607844	0.04087529934
464	0.9173988095	0.0408658942
465	0.9174212195	0.04086035029
466	0.9175061518	0.04083933246
467	0.9175708724	0.04082330904
468	0.9176453792	0.04080485499
469	0.9177073311	0.04078950423
470	0.9177993461	0.0407666936
471	0.9178735497	0.04074828913
472	0.9179171046	0.04073748248
473	0.9180374698	0.0407076031
474	0.9180929957	0.04069381197
475	0.918183881	0.04067122847
476	0.9183027814	0.04064166471
477	0.9183633233	0.04062660311
478	0.9184448257	0.04060631816
479	0.9185011169	0.04059230206
480	0.918520238	0.04058753993
481	0.9185607222	0.04057745546
482	0.9186252547	0.04056137549
483	0.9186802835	0.04054765858
484	0.9187537085	0.04052934884
485	0.9188589544	0.04050308961
486	0.9189180162	0.04048834603
487	0.9189906271	0.0404702128
488	0.9190642449	0.04045181984
489	0.9191904546	0.04042026763
490	0.9193268702	0.04038613625
491	0.9194223914	0.04036221952
492	0.9194980659	0.04034326197
493	0.9195503281	0.04033016434
494	0.9196301775	0.04031014474
495	0.9196860581	0.04029612862
496	0.9197419576	0.04028210288
497	0.9198278442	0.04026054354
498	0.9199204308	0.04023728945
499	0.9199672183	0.04022553315
500	0.9200521342	0.04020418756
501	0.9201225895	0.04018646837
502	0.920208244	0.04016491614
503	0.9202794757	0.04014698412
504	0.9203238793	0.04013580181
505	0.9204062198	0.04011505748
506	0.9204686939	0.04009931098
507	0.9205712483	0.04007344891
508	0.9206584565	0.04005144372
509	0.9207114044	0.04003807748
510	0.9207632448	0.04002498652
511	0.9208113523	0.04001283437
512	0.9208822778	0.03999491154
513	0.9209663887	0.03997364639
514	0.9210153147	0.03996127157
515	0.9211060952	0.03993830036
516	0.9211726851	0.03992144196
517	0.9212735535	0.03989589182
518	0.9213380577	0.0398795442
519	0.9214139163	0.03986031039
520	0.9214746925	0.03984489401
521	0.9215353072	0.03982951263
522	0.9215953277	0.03981427621
523	0.9216557625	0.03979892869
524	0.9217473083	0.03977566925
525	0.9217981503	0.03976274571
526	0.9218455024	0.03975070548
527	0.9219231494	0.0397309543
528	0.9219482012	0.03972457973
529	0.922003633	0.03971047116
530	0.9220565667	0.03969699376
531	0.9221113133	0.03968304995
532	0.9221587955	0.03967095237
533	0.9221970716	0.03966119768
534	0.9222239601	0.03965434368
535	0.922305115	0.03963364975
536	0.9223808	0.03961434087
537	0.9223938487	0.0396110109
538	0.9224865011	0.03958735844
539	0.9225503817	0.03957104269
540	0.9226570693	0.03954377854
541	0.9226864976	0.03953625481
542	0.9227282783	0.03952557054
543	0.9227783976	0.03951275008
544	0.9227904983	0.03950965412
545	0.9228292242	0.03949974447
546	0.922858773	0.03949218149
547	0.9228842332	0.03948566382
548	0.9229800419	0.0394611277
549	0.9229997165	0.03945608722
550	0.9230864352	0.039433863
551	0.9231658568	0.03941349788
552	0.9231812698	0.03940954448
553	0.9232219628	0.03939910494
554	0.9232707041	0.03938659699
555	0.9233270847	0.03937212375
556	0.9233954	0.03935457962
557	0.92344381	0.03934214265
558	0.9234643908	0.03933685406
559	0.9235323532	0.03931938494
560	0.9236177951	0.03929741185
561	0.9237041789	0.03927518402
562	0.9237690351	0.0392584873
563	0.923857055	0.0392358159
564	0.9239197511	0.03921965918
565	0.923938761	0.03921475905
566	0.9239520735	0.03921132714
567	0.924027353	0.03919191477
568	0.924073522	0.0391800044
569	0.9241164917	0.0391689161
570	0.9241921216	0.03914939222
571	0.9242455796	0.03913558615
572	0.9242840718	0.03912564214
573	0.9244205126	0.03909037386
574	0.9244810166	0.03907472413
575	0.9245597292	0.03905435523
576	0.9246122983	0.03904074574
577	0.9246774151	0.03902388118
578	0.9247506374	0.03900490871
579	0.9247932395	0.03899386592
580	0.9248524289	0.03897851836
581	0.9248737373	0.03897299174
582	0.9249348123	0.03895714668
583	0.9249791091	0.03894565045
584	0.9250336488	0.03893149127
585	0.925089692	0.03891693638
586	0.925153952	0.03890024082
587	0.925185257	0.03889210478
588	0.9252498308	0.03887531696
589	0.9253089155	0.03885994983
590	0.925324136	0.03885599022
591	0.9253770634	0.03884221796
592	0.9254173209	0.03883173926
593	0.9254636831	0.03881966806
594	0.9254797122	0.03881549372
595	0.9255535353	0.03879626279
596	0.9255677577	0.03879255676
597	0.9256141373	0.03878046884
598	0.9256372413	0.03877444581
599	0.9256641919	0.03876741885
600	0.9256937921	0.03875969958
601	0.9257111472	0.03875517292
602	0.925735623	0.03874878808
603	0.9258213496	0.03872641692
604	0.9258714722	0.03871333098
605	0.925980618	0.03868482001
606	0.9260563549	0.03866502371
607	0.9260882721	0.03865667806
608	0.926158054	0.0386384254
609	0.9262166088	0.03862310272
610	0.9262755288	0.03860767832
611	0.9263226933	0.03859532691
612	0.9263594487	0.03858569869
613	0.926412089	0.03857190516
614	0.9265112281	0.03854591397
615	0.9266123679	0.0385193802
616	0.9266443218	0.0385109934
617	0.9266786635	0.0385019778
618	0.9267133694	0.03849286448
619	0.9267215013	0.03849072881
620	0.9267500996	0.03848321724
621	0.9267553962	0.03848182587
622	0.926803845	0.03846909655
623	0.9268184828	0.03846524984
624	0.9268537961	0.03845596812
625	0.9268830683	0.03844827257
626	0.9269616082	0.03842761704
627	0.9270346001	0.03840841068
628	0.9271055088	0.03838974323
629	0.9271373993	0.03838134478
630	0.9271901806	0.03836744064
631	0.9272389891	0.03835457856
632	0.9273219367	0.03833271021
633	0.9273512181	0.03832498747
634	0.927369977	0.03832003912
635	0.9273877318	0.03831535507
636	0.9273963974	0.0383130687
637	0.9274234665	0.03830592585
638	0.9274803583	0.03829090913
639	0.9275331448	0.03827697075
640	0.9275689008	0.03826752644
641	0.9276165382	0.03825494025
642	0.9276544276	0.03824492657
643	0.9276892624	0.0382357179
644	0.9277232158	0.03822674008
645	0.9277674094	0.03821505144
646	0.9278437729	0.03819484583
647	0.927903312	0.03817908451
648	0.9279286521	0.03817237443
649	0.9280164315	0.03814912131
650	0.9280827592	0.03813154141
651	0.9281229365	0.03812088863
652	0.928177098	0.03810652332
653	0.9282752589	0.03808047417
654	0.9283191062	0.03806883257
655	0.9283883601	0.03805043821
656	0.928452757	0.0380333259
657	0.9284828471	0.03802532734
658	0.9285369811	0.03801093323
659	0.9285869012	0.03799765473
660	0.928621176	0.03798853513
661	0.9286396831	0.03798361
662	0.9286874483	0.03797089565
663	0.9287461275	0.03795527035
664	0.9288221971	0.03793500468
665	0.9288813437	0.03791923999
666	0.9289353379	0.03790484286
667	0.9289814338	0.03789254743
668	0.92902807	0.03788010382
669	0.9290935743	0.03786261889
670	0.9291170991	0.03785633746
671	0.9291680716	0.0378427236
672	0.9291831497	0.03783869558
673	0.9292501409	0.03782079406
674	0.9293229293	0.03780133377
675	0.929384373	0.03778489874
676	0.9294090475	0.03777829679
677	0.9294717226	0.03776152206
678	0.9295095007	0.03775140735
679	0.9295690289	0.03773546372
680	0.9296358972	0.03771754615
681	0.9296519598	0.03771324085
682	0.9296838526	0.03770469109
683	0.9297102693	0.03769760787
684	0.9297289503	0.03769259808
685	0.9297565123	0.03768520536
686	0.9298194597	0.03766831614
687	0.9298598063	0.03765748689
688	0.9299212	0.03764100247
689	0.9299484185	0.03763369191
690	0.92995652	0.03763151568
691	0.9299951412	0.03762113943
692	0.9300339142	0.03761071956
693	0.9300768969	0.03759916496
694	0.9301554163	0.03757804822
695	0.9302107305	0.03756316511
696	0.9302486824	0.03755295016
697	0.930302997	0.03753832627
698	0.9303559949	0.03752405141
699	0.9303943781	0.03751370959
700	0.9304391549	0.03750164151
701	0.9304720316	0.0374927782
702	0.93048035	0.03749053531
703	0.9305180733	0.03748036223
704	0.9305496548	0.0374718433
705	0.9305974704	0.03745894166
706	0.9306775145	0.03743733416
707	0.9307081674	0.03742905625
708	0.9307487512	0.03741809366
709	0.9307695577	0.03741247211
710	0.9308057222	0.03740269909
711	0.9308847329	0.03738133854
712	0.9309361404	0.03736743394
713	0.9310214903	0.03734433726
714	0.9310585775	0.03733429657
715	0.931093658	0.03732479668
716	0.9311414721	0.03731184461
717	0.9311956653	0.03729715907
718	0.9312119675	0.03729274031
719	0.9312414632	0.03728474404
720	0.9312806928	0.03727410629
721	0.9313312131	0.03726040237
722	0.9313758318	0.03724829513
723	0.931435297	0.03723215317
724	0.9314768945	0.03722085728
725	0.9315142625	0.03721070698
726	0.931553825	0.03719995757
727	0.9315617698	0.03719779856
728	0.9316231849	0.03718110453
729	0.9316333409	0.03717834317
730	0.9316670089	0.03716918758
731	0.9317110838	0.03715719854
732	0.9317435847	0.03714835533
733	0.9318555145	0.0371178841
734	0.931866698	0.0371148382
735	0.9319307023	0.03709740128
736	0.931976654	0.03708487747
737	0.9320018332	0.03707801323
738	0.9320238992	0.03707199667
739	0.9320887311	0.03705431385
740	0.9321136782	0.0370475073
741	0.9321535596	0.03703662349
742	0.932163024	0.03703404015
743	0.9321947813	0.03702537055
744	0.932233911	0.0370146855
745	0.9322808031	0.03700187677
746	0.9323848297	0.03697344569
747	0.9324118276	0.03696606345
748	0.9324472882	0.03695636493
749	0.9324802363	0.03694735129
750	0.9325627574	0.0369247663
751	0.9326139631	0.03691074496
752	0.932670498	0.03689525822
753	0.9326930364	0.0368890824
754	0.9327180487	0.03688222747
755	0.9327923726	0.03686185062
756	0.9328169334	0.03685511449
757	0.9328612643	0.03684295303
758	0.9329068118	0.03683045362
759	0.9329501633	0.03681855291
760	0.9329766194	0.03681128838
761	0.9330070379	0.03680293405
762	0.9330419036	0.03679335597
763	0.9331086269	0.03677501923
764	0.9331329514	0.03676833214
765	0.9331528209	0.03676286891
766	0.9331785367	0.03675579696
767	0.9331935195	0.03675167603
768	0.9332014362	0.0367494984
769	0.9332327147	0.03674089337
770	0.9332925988	0.03672441309
771	0.9333226832	0.03671613098
772	0.9333661809	0.03670415293
773	0.9333912038	0.03669726056
774	0.9333934057	0.036696654
775	0.9334202484	0.0366892588
776	0.9334295502	0.03668669581
777	0.9334352621	0.03668512186
778	0.9334660358	0.03667664089
779	0.9335130771	0.03666367293
780	0.9335327303	0.03665825372
781	0.9335651342	0.03664931686
782	0.9336054766	0.03663818759
783	0.9336068555	0.03663780712
784	0.9336341145	0.03663028518
785	0.9336640902	0.03662201179
786	0.9336951259	0.03661344384
787	0.9337183372	0.03660703465
788	0.9337788482	0.03659032088
789	0.9338103928	0.03658160489
790	0.9338117931	0.03658121796
791	0.9338483143	0.03657112419
792	0.9339287887	0.03654887279
793	0.9339722883	0.03653683939
794	0.9340263014	0.0365218921
795	0.934065919	0.03651092465
796	0.9341178188	0.03649655209
797	0.9341582829	0.03648534247
798	0.9342054163	0.03647228094
799	0.9342627335	0.03645639102
800	0.9342944982	0.03644758195
801	0.9343648523	0.03642806361
802	0.9344081596	0.03641604369
803	0.9344434112	0.03640625668
804	0.9344792583	0.03639630162
805	0.9345184957	0.03638540194
806	0.9345475838	0.0363773195
807	0.9345937866	0.03636447789
808	0.9346382596	0.03635211276
809	0.9346490557	0.03634911041
810	0.9346892386	0.03633793356
811	0.9347134465	0.03633119847
812	0.9347630466	0.0363173949
813	0.934813771	0.03630327305
814	0.9348302153	0.03629869371
815	0.9348704205	0.03628749509
816	0.9349001974	0.03627919891
817	0.9349317302	0.03627041145
818	0.9349849402	0.03625557825
819	0.9350183862	0.03624625149
820	0.9350509954	0.03623715577
821	0.9351112666	0.03622033823
822	0.9351210058	0.03621761997
823	0.9351483076	0.03620999877
824	0.9352476276	0.03618226044
825	0.9352979131	0.03616820846
826	0.9353147586	0.03616349987
827	0.9353438995	0.03615535307
828	0.9353609588	0.03615058303
829	0.9353920956	0.03614187506
830	0.9354152604	0.03613539524
831	0.935451376	0.03612529043
832	0.9354938692	0.0361133976
833	0.9355103222	0.03610879175
834	0.9355215128	0.03610565873
835	0.9355621635	0.03609427546
836	0.9355715723	0.03609164021
837	0.9355881149	0.0360870065
838	0.9356087918	0.03608121387
839	0.9356615462	0.03606643055
840	0.9357023475	0.03605499265
841	0.9357500244	0.03604162276
842	0.9358237412	0.03602094075
843	0.9358381222	0.03601690463
844	0.935901824	0.03599902086
845	0.935933497	0.03599012562
846	0.9360370583	0.03596102545
847	0.9360761383	0.03595003806
848	0.9360920292	0.03594556936
849	0.9361175612	0.0359383883
850	0.9361646079	0.03592515232
851	0.9362048534	0.03591382589
852	0.9362333327	0.03590580871
853	0.9362624777	0.03589760228
854	0.9362727803	0.03589470088
855	0.9362983252	0.03588750602
856	0.9363343539	0.03587735587
857	0.9363700316	0.03586730176
858	0.9363982753	0.0358593406
859	0.936438096	0.03584811317
860	0.9364731589	0.0358382243
861	0.9364844296	0.03583504502
862	0.9365413962	0.03581897133
863	0.9365894932	0.03580539467
864	0.9366185688	0.03579718482
865	0.9366508675	0.03578806265
866	0.936672342	0.03578199632
867	0.9367060188	0.03577248084
868	0.93671541	0.0357698269
869	0.9367597366	0.03575729752
870	0.9367659839	0.0357555313
871	0.936813589	0.03574206967
872	0.9368434455	0.03573362433
873	0.9368699821	0.03572611643
874	0.9369258046	0.0357103176
875	0.9370048869	0.03568792381
876	0.9370613796	0.03567191812
877	0.9370703219	0.0356693839
878	0.9371048917	0.03565958525
